Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Season (season),Area (area),Area Unit (area_unit),Production (production),Production Unit (production_unit),Yield (yield),Yield Unit (yield_unit)
"2021-2022","Andhra Pradesh","28","Chittoor","503","Coconut","1006.0","Oilseeds","Whole Year",1972,"Hectare",26383000,"Tonnes",13378.803,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Coriander","509.0","Spices","Kharif",3,"Hectare",2,"Tonnes",0.667,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Coriander","509.0","Spices","Rabi",19,"Hectare",16,"Tonnes",0.842,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Coriander","509.0","Spices","Total",22,"Hectare",18,"Tonnes",0.818,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cotton(Lint)","1101.0","Fiber Crops","Kharif",51,"Hectare",89,"Tonnes",1.745,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cotton(Lint)","1101.0","Fiber Crops","Rabi",94,"Hectare",165,"Tonnes",1.755,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cotton(Lint)","1101.0","Fiber Crops","Total",145,"Hectare",254,"Tonnes",1.752,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cowpea(Lobia)","288.0","Pulses","Kharif",965,"Hectare",764,"Tonnes",0.792,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cowpea(Lobia)","288.0","Pulses","Rabi",129,"Hectare",151,"Tonnes",1.171,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Cowpea(Lobia)","288.0","Pulses","Total",1094,"Hectare",915,"Tonnes",0.836,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Dry Chillies","502.0","Spices","Kharif",19,"Hectare",46,"Tonnes",2.421,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Dry Chillies","502.0","Spices","Rabi",1661,"Hectare",1306,"Tonnes",0.786,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Dry Chillies","502.0","Spices","Total",1680,"Hectare",1352,"Tonnes",0.805,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Ginger","503.0","Spices","Kharif",3,"Hectare",8,"Tonnes",2.667,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Gram","201.0","Pulses","Rabi",4,"Hectare",3,"Tonnes",0.75,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Groundnut","1001.0","Oilseeds","Kharif",93394,"Hectare",107870,"Tonnes",1.155,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Groundnut","1001.0","Oilseeds","Rabi",9490,"Hectare",28593,"Tonnes",3.013,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Groundnut","1001.0","Oilseeds","Total",102884,"Hectare",136463,"Tonnes",1.326,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Horse-Gram","206.0","Pulses","Kharif",3476,"Hectare",1085,"Tonnes",0.312,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Horse-Gram","206.0","Pulses","Rabi",6995,"Hectare",4407,"Tonnes",0.63,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Horse-Gram","206.0","Pulses","Total",10471,"Hectare",5492,"Tonnes",0.524,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Jowar","102.0","Cereals","Kharif",61,"Hectare",46,"Tonnes",0.754,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Maize","104.0","Cereals","Kharif",2259,"Hectare",7046,"Tonnes",3.119,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Maize","104.0","Cereals","Rabi",1198,"Hectare",7417,"Tonnes",6.191,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Maize","104.0","Cereals","Total",3457,"Hectare",14463,"Tonnes",4.184,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Moong(Green Gram)","204.0","Pulses","Kharif",177,"Hectare",72,"Tonnes",0.407,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Moong(Green Gram)","204.0","Pulses","Rabi",110,"Hectare",97,"Tonnes",0.882,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Moong(Green Gram)","204.0","Pulses","Total",287,"Hectare",169,"Tonnes",0.589,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Other Kharif Pulses","288.0","Pulses","Kharif",1260,"Hectare",1741,"Tonnes",1.382,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Other Kharif Pulses","288.0","Pulses","Rabi",140,"Hectare",275,"Tonnes",1.964,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Other Kharif Pulses","288.0","Pulses","Total",1400,"Hectare",2016,"Tonnes",1.44,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Other Oilseeds","1088.0","Oilseeds","Kharif",16,"Hectare",200,"Tonnes",12.5,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Other Rabi Pulses","288.0","Pulses","Rabi",140,"Hectare",275,"Tonnes",1.964,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Potato","701.0","Vegetable","Kharif",361,"Hectare",9130,"Tonnes",25.291,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Potato","701.0","Vegetable","Rabi",517,"Hectare",13075,"Tonnes",25.29,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Potato","701.0","Vegetable","Total",878,"Hectare",22205,"Tonnes",25.29,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Ragi","105.0","Cereals","Kharif",3408,"Hectare",4229,"Tonnes",1.241,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Ragi","105.0","Cereals","Rabi",842,"Hectare",1196,"Tonnes",1.42,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Ragi","105.0","Cereals","Total",4250,"Hectare",5425,"Tonnes",1.276,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Rice","101.0","Cereals","Kharif",38721,"Hectare",135704,"Tonnes",3.505,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Rice","101.0","Cereals","Rabi",48121,"Hectare",170829,"Tonnes",3.55,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Rice","101.0","Cereals","Total",86842,"Hectare",306533,"Tonnes",3.53,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sesamum","1003.0","Oilseeds","Kharif",10,"Hectare",2,"Tonnes",0.2,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sesamum","1003.0","Oilseeds","Rabi",699,"Hectare",157,"Tonnes",0.225,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sesamum","1003.0","Oilseeds","Total",709,"Hectare",159,"Tonnes",0.224,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Small Millets","108.0","Cereals","Kharif",195,"Hectare",86,"Tonnes",0.441,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Small Millets","108.0","Cereals","Rabi",1,"Hectare",1,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Small Millets","108.0","Cereals","Total",196,"Hectare",87,"Tonnes",0.444,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sugarcane","401.0","Sugar","Kharif",10547,"Hectare",1019661,"Tonnes",96.678,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sunflower","1007.0","Oilseeds","Kharif",31,"Hectare",14,"Tonnes",0.452,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sunflower","1007.0","Oilseeds","Rabi",650,"Hectare",636,"Tonnes",0.978,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sunflower","1007.0","Oilseeds","Total",681,"Hectare",650,"Tonnes",0.954,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sweet Potato","703.0","Vegetable","Kharif",32,"Hectare",681,"Tonnes",21.281,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sweet Potato","703.0","Vegetable","Rabi",9,"Hectare",192,"Tonnes",21.333,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Sweet Potato","703.0","Vegetable","Total",41,"Hectare",873,"Tonnes",21.293,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Tapioca","702.0","Vegetable","Kharif",30,"Hectare",504,"Tonnes",16.8,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Urad","203.0","Pulses","Kharif",150,"Hectare",153,"Tonnes",1.02,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Urad","203.0","Pulses","Rabi",1707,"Hectare",1331,"Tonnes",0.78,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Chittoor","503","Urad","203.0","Pulses","Total",1857,"Hectare",1484,"Tonnes",0.799,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Arecanut","507.0","Spices","Kharif",165,"Hectare",366,"Tonnes",2.218,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Arhar/Tur","202.0","Pulses","Kharif",373,"Hectare",152,"Tonnes",0.408,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Arhar/Tur","202.0","Pulses","Rabi",50,"Hectare",20,"Tonnes",0.4,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Arhar/Tur","202.0","Pulses","Total",423,"Hectare",172,"Tonnes",0.407,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Bajra","103.0","Cereals","Kharif",7,"Hectare",5,"Tonnes",0.714,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Castor Seed","1002.0","Oilseeds","Kharif",3,"Hectare",1,"Tonnes",0.333,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Castor Seed","1002.0","Oilseeds","Rabi",6,"Hectare",2,"Tonnes",0.333,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Castor Seed","1002.0","Oilseeds","Total",9,"Hectare",3,"Tonnes",0.333,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Coconut","1006.0","Oilseeds","Whole Year",49411,"Hectare",898588000,"Tonnes",18185.991,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Coriander","509.0","Spices","Rabi",69,"Hectare",106,"Tonnes",1.536,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Cotton(Lint)","1101.0","Fiber Crops","Kharif",5023,"Hectare",18529,"Tonnes",3.689,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Cowpea(Lobia)","288.0","Pulses","Kharif",46,"Hectare",25,"Tonnes",0.543,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Cowpea(Lobia)","288.0","Pulses","Rabi",15,"Hectare",14,"Tonnes",0.933,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Cowpea(Lobia)","288.0","Pulses","Total",61,"Hectare",39,"Tonnes",0.639,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Dry Chillies","502.0","Spices","Kharif",951,"Hectare",2541,"Tonnes",2.672,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Dry Chillies","502.0","Spices","Rabi",1262,"Hectare",3802,"Tonnes",3.013,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Dry Chillies","502.0","Spices","Total",2213,"Hectare",6343,"Tonnes",2.866,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Gram","201.0","Pulses","Rabi",1586,"Hectare",3094,"Tonnes",1.951,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Groundnut","1001.0","Oilseeds","Kharif",11,"Hectare",35,"Tonnes",3.182,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Groundnut","1001.0","Oilseeds","Rabi",216,"Hectare",718,"Tonnes",3.324,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Groundnut","1001.0","Oilseeds","Total",227,"Hectare",753,"Tonnes",3.317,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Horse-Gram","206.0","Pulses","Kharif",5,"Hectare",1,"Tonnes",0.2,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Horse-Gram","206.0","Pulses","Rabi",2,"Hectare",1,"Tonnes",0.5,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Horse-Gram","206.0","Pulses","Total",7,"Hectare",2,"Tonnes",0.286,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Jowar","102.0","Cereals","Kharif",14,"Hectare",10,"Tonnes",0.714,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Jowar","102.0","Cereals","Rabi",774,"Hectare",4453,"Tonnes",5.753,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Jowar","102.0","Cereals","Total",788,"Hectare",4463,"Tonnes",5.664,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Maize","104.0","Cereals","Kharif",580,"Hectare",1362,"Tonnes",2.348,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Maize","104.0","Cereals","Rabi",7030,"Hectare",66419,"Tonnes",9.448,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Maize","104.0","Cereals","Total",7610,"Hectare",67781,"Tonnes",8.907,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Moong(Green Gram)","204.0","Pulses","Kharif",481,"Hectare",143,"Tonnes",0.297,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Moong(Green Gram)","204.0","Pulses","Rabi",11475,"Hectare",9387,"Tonnes",0.818,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Moong(Green Gram)","204.0","Pulses","Total",11956,"Hectare",9530,"Tonnes",0.797,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Other Kharif Pulses","288.0","Pulses","Kharif",76,"Hectare",73,"Tonnes",0.961,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Other Oilseeds","1088.0","Oilseeds","Kharif",18597,"Hectare",458918,"Tonnes",24.677,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Ragi","105.0","Cereals","Kharif",316,"Hectare",276,"Tonnes",0.873,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Rice","101.0","Cereals","Kharif",229825,"Hectare",533960,"Tonnes",2.323,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Rice","101.0","Cereals","Rabi",200800,"Hectare",913712,"Tonnes",4.55,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Rice","101.0","Cereals","Total",430625,"Hectare",1447672,"Tonnes",3.362,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sesamum","1003.0","Oilseeds","Kharif",252,"Hectare",55,"Tonnes",0.218,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sesamum","1003.0","Oilseeds","Rabi",1155,"Hectare",397,"Tonnes",0.344,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sesamum","1003.0","Oilseeds","Total",1407,"Hectare",452,"Tonnes",0.321,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Small Millets","108.0","Cereals","Kharif",379,"Hectare",252,"Tonnes",0.665,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sugarcane","401.0","Sugar","Kharif",922,"Hectare",71829,"Tonnes",77.906,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sunflower","1007.0","Oilseeds","Rabi",262,"Hectare",484,"Tonnes",1.847,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Sweet Potato","703.0","Vegetable","Rabi",6,"Hectare",154,"Tonnes",25.667,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tapioca","702.0","Vegetable","Kharif",3890,"Hectare",64691,"Tonnes",16.63,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tapioca","702.0","Vegetable","Rabi",29,"Hectare",482,"Tonnes",16.621,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tapioca","702.0","Vegetable","Total",3919,"Hectare",65173,"Tonnes",16.63,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tobacco","1302.0","Drugs And Narcotics","Kharif",118,"Hectare",332,"Tonnes",2.814,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tobacco","1302.0","Drugs And Narcotics","Rabi",1113,"Hectare",3411,"Tonnes",3.065,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Tobacco","1302.0","Drugs And Narcotics","Total",1231,"Hectare",3743,"Tonnes",3.041,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Urad","203.0","Pulses","Kharif",4879,"Hectare",4523,"Tonnes",0.927,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Urad","203.0","Pulses","Rabi",10115,"Hectare",12745,"Tonnes",1.26,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","East Godavari","505","Urad","203.0","Pulses","Total",14994,"Hectare",17268,"Tonnes",1.152,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Arhar/Tur","202.0","Pulses","Kharif",24407,"Hectare",21454,"Tonnes",0.879,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Arhar/Tur","202.0","Pulses","Rabi",2772,"Hectare",2437,"Tonnes",0.879,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Arhar/Tur","202.0","Pulses","Total",27179,"Hectare",23891,"Tonnes",0.879,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Bajra","103.0","Cereals","Kharif",986,"Hectare",1187,"Tonnes",1.204,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Bajra","103.0","Cereals","Rabi",6,"Hectare",7,"Tonnes",1.167,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Bajra","103.0","Cereals","Total",992,"Hectare",1194,"Tonnes",1.204,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Castor Seed","1002.0","Oilseeds","Kharif",199,"Hectare",157,"Tonnes",0.789,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Castor Seed","1002.0","Oilseeds","Rabi",8,"Hectare",6,"Tonnes",0.75,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Castor Seed","1002.0","Oilseeds","Total",207,"Hectare",163,"Tonnes",0.787,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Coconut","1006.0","Oilseeds","Whole Year",109,"Hectare",2001000,"Tonnes",18357.798,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Cotton(Lint)","1101.0","Fiber Crops","Kharif",109585,"Hectare",383294,"Tonnes",3.498,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Cowpea(Lobia)","288.0","Pulses","Kharif",1,"Hectare",1,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Cowpea(Lobia)","288.0","Pulses","Total",11,"Hectare",11,"Tonnes",1,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Dry Chillies","502.0","Spices","Kharif",106650,"Hectare",162215,"Tonnes",1.521,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Dry Chillies","502.0","Spices","Rabi",2189,"Hectare",2962,"Tonnes",1.353,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Dry Chillies","502.0","Spices","Total",108839,"Hectare",165177,"Tonnes",1.518,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Gram","201.0","Pulses","Kharif",14,"Hectare",25,"Tonnes",1.786,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Gram","201.0","Pulses","Rabi",19613,"Hectare",35480,"Tonnes",1.809,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Gram","201.0","Pulses","Total",19627,"Hectare",35505,"Tonnes",1.809,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Groundnut","1001.0","Oilseeds","Kharif",328,"Hectare",1427,"Tonnes",4.351,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Groundnut","1001.0","Oilseeds","Rabi",4724,"Hectare",22727,"Tonnes",4.811,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Groundnut","1001.0","Oilseeds","Total",5052,"Hectare",24154,"Tonnes",4.781,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Jowar","102.0","Cereals","Kharif",11,"Hectare",12,"Tonnes",1.091,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Jowar","102.0","Cereals","Rabi",29810,"Hectare",164998,"Tonnes",5.535,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Jowar","102.0","Cereals","Total",29821,"Hectare",165010,"Tonnes",5.533,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Maize","104.0","Cereals","Kharif",896,"Hectare",4876,"Tonnes",5.442,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Maize","104.0","Cereals","Rabi",62026,"Hectare",501604,"Tonnes",8.087,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Maize","104.0","Cereals","Total",62922,"Hectare",506480,"Tonnes",8.049,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Moong(Green Gram)","204.0","Pulses","Kharif",173,"Hectare",92,"Tonnes",0.532,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Moong(Green Gram)","204.0","Pulses","Rabi",28689,"Hectare",35402,"Tonnes",1.234,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Moong(Green Gram)","204.0","Pulses","Total",28862,"Hectare",35494,"Tonnes",1.23,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Other Oilseeds","1088.0","Oilseeds","Kharif",7,"Hectare",170,"Tonnes",24.286,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Potato","701.0","Vegetable","Rabi",3,"Hectare",71,"Tonnes",23.667,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Ragi","105.0","Cereals","Rabi",537,"Hectare",345,"Tonnes",0.642,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Rice","101.0","Cereals","Kharif",222643,"Hectare",653977,"Tonnes",2.937,"Tonnes/Hectare"
"2021-2022","Andhra Pradesh","28","Guntur","506","Rice","101.0","Cereals","Rabi",31529,"Hectare",112621,"Tonnes",3.572,"Tonnes/Hectare"
